,SPY,QQQ,IWM,EFA
2020-06-02,273.4993319572366,243.34880611249764,182.80059354844863,270.53064037589974
2020-06-03,269.0904454300565,241.36051863331258,182.06846031649874,264.8283838266495
2020-06-04,272.8961371419267,236.24864534476163,181.84789759170397,268.4134512373666
2020-06-05,283.45054262076366,235.3397495139884,187.50833191853442,274.21699506230794
2020-06-06,285.84941006441835,230.2220690669274,185.02301765220665,272.2240411449564
2020-06-07,282.4362349193634,233.35202922319777,190.02211790158782,262.47417443962513
2020-06-08,279.6401445108648,241.2180312202211,185.6873123380685,261.7268878583269
2020-06-09,279.8529415401533,240.08258613341025,190.85186229916457,262.8516133957869
2020-06-10,282.1163708071529,244.78316858328262,189.14437800594746,263.50333543818834
2020-06-11,282.6123414107199,241.55283100249022,189.51711150231128,260.6812073024219
2020-06-12,285.60452310850826,240.21608545297238,188.34054717877274,260.01531949810607
2020-06-13,284.9088087291938,236.45066809927664,193.33008535265637,256.27344361363254
2020-06-14,286.0828972000223,226.68852392318558,197.6808401448498,250.76299475933433
2020-06-15,291.8026830342474,226.63624039208122,199.54182153358514,254.7089751477021
2020-06-16,285.7968397167027,227.33286332309973,195.09497249127202,255.3353006011078
2020-06-17,286.56215076711186,232.34713424152966,192.42106949682451,254.69427761470723
2020-06-18,287.31256985344857,236.19111501869406,188.59738608731823,252.25007579742072
2020-06-19,292.79832194476023,240.16359685612696,180.39549820677252,251.46843849123707
2020-06-20,291.61942172063004,235.64810699741298,185.09663033455496,252.4021924813573
2020-06-21,295.60099884701054,237.94262337424703,183.97898595477858,261.41193252627886
2020-06-22,302.34366000097526,245.7172404230968,182.82906861024716,264.9889655477585
2020-06-23,291.50823583470657,247.71497792473676,188.4765714365192,261.61187263351326
2020-06-24,298.551033151899,257.0705793294788,186.7841996036428,258.3322968241978
2020-06-25,292.87129538378804,267.79720522657806,183.76256541036963,254.2996017535919
2020-06-26,286.6765106391809,266.49637246499873,183.02991446981494,253.40847076261304
2020-06-27,270.768794947228,262.93893971751294,179.0197662089796,249.44879576815072
2020-06-28,266.5872942839561,259.0944309570915,180.34710243522866,251.95490967669534
2020-06-29,266.69471357251194,251.48161290301795,179.09387313796225,239.09950794871247
2020-06-30,264.790287096466,249.01218204644684,177.37474025599394,241.79328882194721
2020-07-01,262.4833380801627,255.22745504388237,175.36799728248647,243.25024602480698
2020-07-02,256.8359768960033,244.3433422674917,175.0833555211419,249.59649205652133
2020-07-03,261.46024598064133,239.44537431042826,175.46363269025755,254.13900299814796
2020-07-04,266.6536234267771,238.95677546784864,173.7351995770579,250.81294381176738
2020-07-05,269.0273093223004,234.91857759314607,172.57932395788475,254.80368327338044
2020-07-06,259.1954305255299,232.5704655852953,172.38434076384902,254.07564295600386
2020-07-07,271.38792050911997,230.31470663986863,171.84246579054096,244.55638466317768
2020-07-08,272.3229644812739,229.2460449829877,172.03529855155176,245.4571850986788
2020-07-09,275.41551346666057,226.03882240729737,169.8076394657968,242.53292268950315
2020-07-10,267.41854161419207,222.51232666334062,173.3405439948434,242.65529451266633
2020-07-11,267.4910569144618,226.82270923071786,173.7634142116332,250.9292160933588
2020-07-12,269.84648289774276,231.75059671889838,172.10723649015299,252.18592921831944
2020-07-13,269.2217109332405,225.55204090339876,173.38341863844465,247.2302114686234
2020-07-14,274.0960196098752,213.54743039043294,173.21230919794755,252.1712027689292
2020-07-15,281.4586047846869,218.24678447283924,167.39253039869197,254.1333385781365
2020-07-16,274.13341644446285,213.05502230080572,168.62217978092855,248.55293668246543
2020-07-17,278.9736466345224,214.0704892450234,165.30139856216294,240.8155029490024
2020-07-18,281.3231813090206,207.57483231516727,168.50392127897555,236.27215534037498
2020-07-19,281.43744425484,213.13952794496956,167.77503898836065,240.3774454193941
2020-07-20,272.86958224294654,224.37536139858125,170.49831847818476,239.05133855557753
2020-07-21,281.20696706537035,225.30983696531814,168.44698367040849,239.55934780329025
2020-07-22,283.5891175663501,224.99866191588345,168.7670984310846,233.34792765205253
2020-07-23,273.7900030189361,223.66550703379448,172.98839627025427,237.53024698213108
2020-07-24,272.59814407294203,227.30384572354626,172.14621238928893,228.2613621837962
2020-07-25,274.52523258858736,230.01427791491258,170.20912800670268,225.40161068388298
2020-07-26,277.45941902833096,234.7946621185285,172.53992483988264,227.40965181970856
2020-07-27,276.89062950104096,231.9804320521872,174.83486327248747,222.47180973358476
2020-07-28,278.9282011042184,233.6806355064929,173.01302960633382,225.3338277077767
2020-07-29,291.1481165427035,231.27466179364353,166.36059424267123,221.56125593989083
2020-07-30,300.4444458017641,226.54683562287357,164.4254420012214,216.30245652342384
2020-07-31,294.94015856508656,226.47428238421045,166.75145623159392,222.05105462216048
2020-08-01,291.58586843686584,222.44528034162516,164.2687381548324,222.8471109193063
2020-08-02,291.08358418744905,227.84274595394692,164.31494412746858,225.28508770453115
2020-08-03,281.2176903404012,224.0607617101539,162.24950074264433,230.03485670260883
2020-08-04,273.91038700588103,225.8087024554693,156.17730545087235,218.40363103079187
2020-08-05,265.3015505791357,223.21149845250602,154.1586569015109,221.30470822391842
2020-08-06,259.4107483094666,224.56405749893347,156.32621600401035,218.07085184333124
2020-08-07,266.85481937548184,222.33406966623156,149.16303501968625,215.45122775902678
2020-08-08,262.46033149054193,216.92178343987067,149.9921935171855,217.45314111731776
2020-08-09,257.2526606445331,219.14032946163263,146.54929623023878,215.9879391184411
2020-08-10,261.9661954698399,218.22005624420896,148.41771638926045,218.6807689224165
2020-08-11,259.7525333050464,219.58154891743303,150.62858201915162,218.6114888526465
2020-08-12,262.06751782239286,217.81516279908732,150.18654072655278,219.45787730545194
2020-08-13,258.4077043827438,212.21249249987818,149.75262456137952,217.42541655341762
2020-08-14,249.38573337148003,216.96838848302593,147.43059301239953,212.94996106643444
2020-08-15,251.85541411915668,220.29924415990394,143.5876774329018,209.92511295123012
2020-08-16,244.28278044003466,217.9242669964361,148.62222732233468,209.5986223180139
2020-08-17,241.92230625659928,218.33775258357528,146.1460217356126,217.55227084309888
2020-08-18,238.52105882300478,223.04723769722463,150.876586304012,224.1638539631332
2020-08-19,239.57452386992432,221.1282412892992,148.3793533366325,221.36465310626468
2020-08-20,237.04396609458013,219.9070859264844,150.02110743071458,221.74243582684946
2020-08-21,236.5574127016479,221.09174927283982,146.71909748406853,220.58035491027354
2020-08-22,229.40288866070176,219.1805784472737,148.33715504972315,221.26639486794156
2020-08-23,238.88607356559655,223.08163687619492,147.44806475239417,222.5263757309274
2020-08-24,233.33708478293343,222.4405274478144,146.6026238317631,224.99899544525474
2020-08-25,239.13105113734846,219.08922260607213,148.47641893537468,212.4216388217265
2020-08-26,239.96867814557356,221.88335871584135,147.16336897941073,214.091423238539
2020-08-27,240.76625208393614,216.98087578135107,143.09093730787276,212.4963293575506
2020-08-28,242.60023038573556,226.01622547658857,145.35898837863758,209.6262024492902
2020-08-29,233.76321337838067,233.4006997945959,142.1365837693797,213.0892495419259
2020-08-30,238.44448940985674,235.92798912782519,143.6843383362015,219.54288256842983
2020-08-31,236.13829876096685,238.08154667772158,146.58108102276128,222.7004602830635
2020-09-01,242.045474037434,240.0295585641308,145.55715854619646,220.51299093293684
2020-09-02,241.43514793052032,237.8119370194852,149.1147149312748,215.92615968834042
2020-09-03,239.75329742294565,239.3498702242105,150.63377845565267,203.4278928866819
2020-09-04,233.75794221809042,235.0888955211796,148.62618890612117,204.27393819008313
2020-09-05,230.32145364050157,237.58847722794212,152.9273442456642,206.75659864853017
2020-09-06,232.39121728994914,241.8691865736849,149.54980751160883,206.43900206879354
2020-09-07,226.50430399294788,240.16719019853062,148.5015638791107,210.43564953084413
2020-09-08,217.77272126275895,237.44434775044675,147.96402846160936,205.0545617754735
2020-09-09,214.1766149635576,231.87159074382222,149.8408404806762,204.45569867092647
2020-09-10,217.91412992126774,238.851694670014,153.29778442899612,203.53648991032597
2020-09-11,225.9303819362884,236.5192391882497,156.63811807744653,203.1903301488372
2020-09-12,223.00152141660482,235.698812922109,157.41932908850384,208.09646786153817
2020-09-13,216.30771931745815,237.2365833571179,156.6176913399903,207.76443533782108
2020-09-14,214.93581293247544,238.69868828720783,151.07676178882824,206.64638893143461
2020-09-15,215.83550126851347,242.41066239540157,147.23134817606788,202.91257005560485
2020-09-16,218.45378722336386,240.69886794764196,152.6027678395631,208.48076573575284
2020-09-17,228.0961651498548,235.3969605383815,147.17418493171698,202.6991503657017
2020-09-18,229.2479785529353,229.4075180123222,144.95552974174748,200.5699117911733
2020-09-19,237.08376700166676,226.87855447526442,148.38631798048974,207.5851495034092
2020-09-20,235.01633385871378,222.71164489731186,149.08452031706847,209.64308310937756
2020-09-21,235.54131511477573,221.4740724883947,151.95346109986684,209.66330771703028
2020-09-22,232.88125283125498,227.456066309896,153.68896680649019,209.8591913810192
2020-09-23,229.8503838997332,225.85914223217972,158.35233437774622,206.0274121940496
2020-09-24,228.7570390698052,224.27175831463757,159.3704012339811,205.8481341278159
2020-09-25,227.59036721890192,224.3103418646553,161.57994167373033,204.51500914931236
2020-09-26,224.97017990720082,222.60926237510293,159.33598475963996,205.35371661180562
2020-09-27,222.62367759320827,222.42060872472908,161.29608994444035,199.35937716848963
2020-09-28,227.67489826639348,224.9521263217837,160.1032984117558,201.05251681020985
2020-09-29,237.6219510406833,229.08259806408896,158.7383270424321,205.2848948008943
2020-09-30,235.38273227214026,233.84228508375176,161.68525498054623,204.55201241670682
2020-10-01,233.9774933227577,243.78432906882176,164.7096196269854,207.32015696921965
2020-10-02,236.56360350308248,246.69953190073514,170.4518556946618,208.7153111838728
2020-10-03,252.2593626572184,258.1035095108947,176.16448796082662,206.29689584221956
2020-10-04,252.81071471822946,254.2533136687906,179.51602011435992,202.07640317339775
2020-10-05,257.90561970104187,265.2457529863822,173.53087549346324,198.49781443154322
2020-10-06,266.1295445072534,263.3671970506683,180.08143404571808,199.7638544179255
2020-10-07,268.1012110219604,262.01686352914265,183.5098809825891,199.63945973260223
2020-10-08,273.2505700235818,261.5201707570343,180.81082366315042,204.89853365527307
2020-10-09,276.73101902172067,260.50941462443325,183.5577798817264,208.26937232106235
2020-10-10,282.64628506630334,261.0875545376062,179.87895992771624,211.68683745215344
2020-10-11,276.9974201694125,258.20536302601573,182.20943773582002,212.91001608813687
2020-10-12,278.2705526825786,262.6584430408096,177.5640486745717,208.95640418323075
2020-10-13,281.10217239761266,259.9002209513554,174.80429139884583,210.42565833742387
2020-10-14,283.88219607082624,263.462225179474,177.39264265880723,210.79993050652598
2020-10-15,290.55697891783,271.7722697763142,181.33086223248512,206.15779263329645
2020-10-16,293.31217948376906,269.9731270893613,182.6062267165706,211.31308405454098
2020-10-17,286.81532174723975,274.43380740899886,181.65489307900086,216.13141639196255
2020-10-18,290.3725787628803,277.6588713913984,174.2186935054992,211.34748959944415
2020-10-19,285.43184514802925,290.60094892452355,173.57867368827993,208.77304459544877
2020-10-20,281.6079114725419,287.82550331188895,175.52836412601476,206.5926017524481
2020-10-21,279.40030570847176,292.5851798873399,174.50708572289054,209.23243797172753
2020-10-22,278.9178141399769,283.3649423225183,174.51553925645968,211.41864790268932
2020-10-23,270.5731961409818,280.70897248016223,173.955833841879,211.71233127461264
2020-10-24,276.8236127274477,282.84139653534737,172.92661506765947,212.9815560977148
2020-10-25,270.63477224028827,290.97853560721103,173.27585496493973,207.6705494095425
2020-10-26,279.4078159380638,284.0728832364642,172.41958783351993,209.365211945158
2020-10-27,273.32823136652513,288.7186397946849,177.55790150288533,209.0476977982138
2020-10-28,280.56678611531885,288.49800765138104,169.97789248779787,206.33098060808038
2020-10-29,280.54758782493974,279.99104680699185,168.21644826575718,200.2029207483342
2020-10-30,271.2158166154787,281.15028934552146,165.39663011270508,200.4110843985185
2020-10-31,265.7499017057545,291.0725615655418,166.20610593351023,201.94792698699914
2020-11-01,273.0309287011467,284.7649591708559,166.54599473605248,195.28504119023899
2020-11-02,275.6296327421237,284.28162411984937,172.1240397026926,195.45495865194263
2020-11-03,275.3335909541313,278.8663406741851,179.06309305971183,196.0313817515205
2020-11-04,263.5249892719705,276.40327558525536,176.40395250603711,193.96741218553885
2020-11-05,271.0869250807619,284.5771361332106,176.4939416966106,195.54429576742007
2020-11-06,281.56068571774904,283.1774848671386,177.27685080809627,195.12369333324176
2020-11-07,291.37419797731286,291.37327316117506,174.5578777833147,196.33003640876217
2020-11-08,287.95477613364335,298.0574495888592,176.85390658186043,198.5383024611362
2020-11-09,290.3129357091614,296.050927979873,176.09680246407984,200.7736550255061
2020-11-10,293.3311719761516,293.23651572631076,172.4627309774862,205.0009450252069
2020-11-11,284.64796265340897,288.17257751748605,171.5868915794664,206.49601053730598
2020-11-12,285.8202303863132,282.9985868812354,168.28118546304555,204.63753208440727
2020-11-13,292.1548233162663,285.14734656779916,171.89249285838793,202.10441647131796
2020-11-14,296.8044318515248,285.1770871892447,178.64496937712372,197.95075784558674
2020-11-15,290.42639393926385,281.78327220062994,179.61161269801448,198.64948601687502
2020-11-16,285.60160911617993,273.32538686516347,180.10181823248072,204.0710319700846
2020-11-17,290.2985117424727,274.04341810710974,180.7420800903355,202.71459970788842
2020-11-18,294.1432204605476,271.6176857592053,185.15914966705392,204.64796150499166
2020-11-19,281.3174141510266,270.6941421062801,189.60248642711403,201.69277865486646
2020-11-20,267.96376245280146,272.48478921765616,189.25903503213868,202.58139172099024
2020-11-21,267.68773022140005,259.31582903368815,190.31268518831016,207.85249776510176
2020-11-22,264.68172284360065,251.6102451171274,192.90953705944915,210.83032061226248
2020-11-23,263.23891288111656,263.56765899334033,188.66399147834332,204.4119665911973
2020-11-24,261.2130145099079,261.04110758872577,193.39210783974937,206.86187456422184
2020-11-25,266.537965439339,248.34756411057103,200.32006503437012,209.53186195013234
2020-11-26,267.2242128693517,241.36985608172705,205.1450017396553,210.3653020270739
2020-11-27,268.7927871759845,253.79320376227037,200.19765958508287,213.29922566277622
2020-11-28,261.80357748486824,250.37500846366072,192.55949430833266,209.87790448141737
2020-11-29,244.89085164942298,256.37472216536247,195.40601864363043,210.24872139929812
2020-11-30,250.58130618253895,257.1250372012295,192.55383015612466,215.0766973379118
2020-12-01,261.68658499125644,254.77050305453642,193.7596394302207,219.61888121859926
2020-12-02,260.0296777875887,258.8819228253351,199.90082994406043,222.1503901147966
2020-12-03,261.4601967584109,246.94976313212612,197.3901623752662,218.37083181645613
2020-12-04,263.29430238024133,240.053610484457,196.00324135862692,213.98061045902583
2020-12-05,272.40182991205603,237.8202782884242,197.18959085995638,214.57863739247662
2020-12-06,277.42703949475816,231.63368207038278,192.23440048824463,215.4635521852812
2020-12-07,280.3333028433961,229.07320190256576,189.43734552358907,215.13899947208435
2020-12-08,280.78540819406146,233.1345774270085,189.62633719776187,211.8097844693036
2020-12-09,281.26445960060374,233.86841000601007,188.58453955823109,213.7758102739827
2020-12-10,273.4191955103593,240.295868015872,190.98875407877142,214.35449373985816
2020-12-11,271.46585892575723,241.35731086010128,201.95282679952254,215.70843193319146
2020-12-12,276.4584175309421,246.31905565739018,202.45485151798647,218.3930276855374
2020-12-13,275.30686751064496,246.12665564980242,199.17476737058857,217.3096561200567
2020-12-14,275.6889861456924,243.35973854002458,205.00768667190954,215.3033912542367
2020-12-15,269.41442810442663,250.79907366869236,198.69502368674614,220.23594788007097
2020-12-16,271.9616209809768,247.38977010493812,193.34824505038887,217.03362431100715
2020-12-17,264.2579802418802,249.2214867101393,191.15619576003482,215.11414802588217
2020-12-18,265.92743747392507,253.21019478269753,190.17280109569268,220.60058630676232
2020-12-19,265.06603430177154,257.63653363812193,187.92664181238888,218.30939059957853
2020-12-20,256.1115971977051,251.82664998054884,187.9021666211431,217.98819865313405
2020-12-21,261.7795755821804,257.30958273237513,189.03199285922338,216.30761310747312
2020-12-22,261.0535424620201,252.44688170351614,193.21343637744445,208.83346156312825
2020-12-23,271.08734924940507,256.701756430459,193.66294116014186,208.42326640317546
2020-12-24,279.361357844837,259.59387735212005,191.59433654356894,204.3549660463662
